Symbol,Market Cap,Country,IPO Year,Volume,Sector,Industry
AMNB,469482356,United States,,13574,Finance,Major Banks
SGU,469421627,United States,,64661,Consumer Discretionary,Other Specialty Stores
SRI,469142048,United States,1997,44649,Consumer Discretionary,Auto Parts:O.E.M.
LIND,468749063,United States,2013,797369,Consumer Discretionary,Transportation Services
PGC,468270942,United States,,45851,Finance,Commercial Banks
AROW,467655394,United States,,48244,Finance,Major Banks
ALVOW,467461071,Luxembourg,,106,Health Care,Biotechnology: Pharmaceutical Preparations
MRNS,466058382,United States,2014,206375,Health Care,Biotechnology: Pharmaceutical Preparations
WDH,465283534,Cayman Islands,2021,131033,Finance,Specialty Insurers
URGN,464538116,Israel,2017,207655,Health Care,Biotechnology: Pharmaceutical Preparations
SPFI,464470622,United States,2019,11794,Finance,Major Banks
DTC,464249085,United States,2021,592013,Consumer Discretionary,Recreational Games/Products/Toys
GLDD,463622687,United States,,245505,Industrials,Military/Government/Technical
LMB,462583945,United States,,95049,Consumer Discretionary,Engineering & Construction
QD,462170189,China,2017,676768,Finance,Finance: Consumer Services
AVTE,460963657,United States,2021,39993,Health Care,Biotechnology: Pharmaceutical Preparations
ATLC,459799166,United States,1995,5685,Finance,Finance: Consumer Services
MLR,459427990,United States,,30502,Consumer Discretionary,Construction/Ag Equipment/Trucks
TFINP,458846707,United States,,5367,Finance,Major Banks
TBI,458688459,United States,,436409,Consumer Discretionary,Professional Services
MGIC,458500600,Israel,1991,21939,Technology,Computer Software: Prepackaged Software
JOUT,458105302,United States,,111388,Consumer Discretionary,Recreational Games/Products/Toys
VTRU,457854500,Brazil,2020,4047,Real Estate,Other Consumer Services
DGICB,457127385,United States,1986,102,Finance,Property-Casualty Insurers
NEGG,457089600,China,2010,2716932,Consumer Discretionary,Other Specialty Stores
MCS,457052773,United States,,480155,Consumer Discretionary,Movies/Entertainment
VCV,456875609,United States,,234074,Finance,Trusts Except Educational Religious and Charitable
PLL,456221516,United States,,407643,Basic Materials,Other Metals and Minerals
ANAB,455764303,United States,2017,210496,Health Care,Biotechnology: Pharmaceutical Preparations
PHAT,455730051,United States,2019,425249,Health Care,Biotechnology: Pharmaceutical Preparations
SLGC,455133141,United States,2021,1841445,Health Care,Biotechnology: Commercial Physical & Biological Resarch
PAHC,454855518,United States,2014,185072,Health Care,Biotechnology: Pharmaceutical Preparations
LIAN,453863080,United States,2021,161782,Health Care,Biotechnology: Pharmaceutical Preparations
GDOT,453712482,United States,2010,917643,Finance,Finance: Consumer Services
TPTA,453375563,,2021,53,Real Estate,Real Estate Investment Trusts
GLAD,452492529,United States,2001,185425,Consumer Discretionary,Textiles
MVIS,452166068,United States,1996,1315583,Technology,Industrial Machinery/Components
CLOV,449510181,United States,,6257327,Health Care,Medical Specialities
ALNT,447592861,United States,,47269,Industrials,Electrical Products
SVM,447354572,Canada,,1603953,,
GUT,447000087,United States,,90095,Finance,Trusts Except Educational Religious and Charitable
AVAH,446315578,United States,2021,112370,Health Care,Hospital/Nursing Management
LUNG,445906435,United States,2020,170654,Health Care,Industrial Specialties
XPER,445524799,United States,2022,537690,Technology,Computer Software: Prepackaged Software
GCT,445312000,Hong Kong,2022,1578065,Consumer Discretionary,Catalog/Specialty Distribution
COMM,443202204,United States,2013,5174945,Technology,Radio And Television Broadcasting And Communications Equipment
EGHT,442232040,United States,,1016790,Technology,EDP Services
CCNEP,441988597,United States,,1513,Finance,Major Banks
CDT,441979620,United States,2022,198548,Health Care,Biotechnology: Pharmaceutical Preparations
WVE,441780403,Singapore,2015,1179330,Health Care,Biotechnology: Pharmaceutical Preparations
AUROW,440738749,United States,2021,16137,Technology,EDP Services
NN,440543436,United States,,716371,Industrials,Industrial Machinery/Components
TPC,439587328,United States,1970,186887,Consumer Discretionary,General Bldg Contractors - Nonresidential Bldgs
TRDA,439457587,United States,2021,63496,Health Care,Biotechnology: Pharmaceutical Preparations
LSEA,439180119,United States,2018,158936,Consumer Discretionary,Homebuilding
ARTNA,439136082,United States,,24599,Utilities,Water Supply
PTSI,438885326,United States,1986,33284,Industrials,Trucking Freight/Courier Services
XPOF,437554139,United States,2021,3015352,Consumer Discretionary,Services-Misc. Amusement & Recreation
TRC,437104056,United States,2000,25182,Finance,Real Estate
CCNE,436555167,United States,,37243,Finance,Major Banks
TAST,436514762,United States,2006,391844,Consumer Discretionary,Restaurants
REPL,436448545,United States,2018,2165540,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EGY,435357254,United States,,770108,Energy,Oil & Gas Production
NTGR,434948204,United States,2003,227816,Utilities,Telecommunications Equipment
NETI,434812500,Monaco,2013,157504,Consumer Discretionary,Marine Transportation
BLND,434348147,United States,2021,1172359,Technology,EDP Services
KRT,434026339,United States,2021,44963,Industrials,Plastic Products
JANX,433983242,United States,2021,77405,Health Care,Biotechnology: Pharmaceutical Preparations
DSP,432101136,United States,2021,53049,Technology,EDP Services
ORGO,431774606,United States,2016,415353,Health Care,Biotechnology: Pharmaceutical Preparations
DJCO,431697651,United States,,1688,Consumer Discretionary,Newspapers/Magazines
WTI,430928127,United States,2005,4446213,Energy,Oil & Gas Production
OFIX,429317170,Curacao,1992,692781,Health Care,Medical/Dental Instruments
HRZN,428963908,United States,2010,151940,Finance,Finance: Consumer Services
ONEW,428935589,United States,2020,41242,Consumer Discretionary,Auto & Home Supply Stores
HTBI,428498518,United States,2012,15398,Finance,Savings Institutions
EWTX,427096622,United States,2021,182692,Health Care,Biotechnology: Pharmaceutical Preparations
TPB,427085825,United States,2016,68481,Consumer Discretionary,Tobacco
CLOE,426949136,United States,2021,3,Finance,Blank Checks
PNNT,426568230,United States,2022,205664,Finance,Finance: Consumer Services
CLFD,426516519,United States,,391578,Utilities,Telecommunications Equipment
NAAS,426307798,China,2017,1032983,Consumer Discretionary,Other Specialty Stores
SHBI,426253638,United States,,37958,Finance,Major Banks
VNET,426058219,China,2011,714342,Technology,Computer Software: Programming Data Processing
FFIC,425765126,United States,,107693,Finance,Major Banks
SB,425183625,Monaco,2008,489836,Consumer Discretionary,Marine Transportation
OCS,424500446,Switzerland,,86370,Health Care,Biotechnology: Pharmaceutical Preparations
BBCP,423453403,United States,2017,42596,Consumer Discretionary,Engineering & Construction
HCAT,422419378,United States,2019,610760,Technology,Computer Software: Programming Data Processing
ARIS,420578281,United States,2021,274305,Utilities,Water Supply
OPY,419776101,United States,,23495,Finance,Investment Bankers/Brokers/Service
URG,417602915,Canada,,2076620,Basic Materials,Precious Metals
ELVN,417477286,United States,2020,434884,Health Care,Biotechnology: Pharmaceutical Preparations
GCBC,417157286,United States,,17594,Finance,Banks
LAW,417116822,United States,2021,134755,Technology,Computer Software: Prepackaged Software
VPG,416010045,United States,,57800,Technology,Electrical Products
DDT,415440913,United States,,7431,Consumer Discretionary,Department/Specialty Retail Stores
BHB,414970486,United States,1997,35354,Finance,Major Banks
YSG,414265361,China,2020,417133,Consumer Discretionary,Package Goods/Cosmetics
PNTG,412985714,United States,,79829,Health Care,Medical/Nursing Services
FPH,411160745,United States,2017,320745,Finance,Real Estate
OIS,410168510,United States,2001,1233593,Industrials,Metal Fabrications
VINP,409754900,Brazil,2021,38650,Finance,Investment Managers
DDL,408320178,Cayman Islands,2021,214164,Consumer Discretionary,Catalog/Specialty Distribution
FSBC,408128594,United States,2021,15790,Finance,Banks
LANV,408053466,Cayman Islands,2022,44112,Finance,Blank Checks
ME,407238872,United States,,3619351,Health Care,Precision Instruments
ORC,407145341,United States,2013,1440779,Real Estate,Real Estate Investment Trusts
JPI,406943128,,2012,91052,Finance,Finance Companies
SKIN,405614533,United States,2020,5197495,Consumer Discretionary,Package Goods/Cosmetics
DDI,402869467,South Korea,2021,8164,Technology,EDP Services
NRIX,402096237,United States,2020,429297,Health Care,Biotechnology: Pharmaceutical Preparations
CPAC,401827291,Peru,,38734,Industrials,Building Materials
TERN,401664393,United States,2021,275873,Health Care,Biotechnology: Pharmaceutical Preparations
BHRB,400704617,United States,,31739,Finance,Major Banks
DMF,400530191,United States,1988,32298,Finance,Finance/Investors Services
IVR,399800165,United States,2009,1330855,Real Estate,Real Estate Investment Trusts
ARMN,399715526,,2023,219717,,
UTI,399354066,United States,2003,173802,Real Estate,Other Consumer Services
ALLO,397132922,United States,2018,3682160,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SNCRL,397009519,United States,,1772,Technology,EDP Services
IAUX,396214825,Canada,2022,1349052,,
CGNT,395830000,Israel,,604834,Technology,Computer Software: Prepackaged Software
SHYF,395361844,United States,,233782,Consumer Discretionary,Auto Manufacturing
GLRE,395248897,Cayman Islands,2007,78747,Finance,Property-Casualty Insurers
ESGRP,395048550,Bermuda,,24840,Finance,Property-Casualty Insurers
ESQ,395031556,United States,2017,11085,Finance,Commercial Banks
VHI,394907362,United States,,8720,Industrials,Major Chemicals
NCMI,394882645,United States,2007,417370,Consumer Discretionary,Advertising
EXK,394471578,Canada,,5336681,Basic Materials,Precious Metals
SOHON,393936100,United States,,1715,Real Estate,Real Estate Investment Trusts
RUMBW,393776260,United States,2021,6100,Technology,Computer Software: Prepackaged Software
FFWM,393413105,United States,,353137,Finance,Major Banks
TALK,392673295,United States,2020,1242193,Health Care,Medical/Nursing Services
LOVE,392336345,United States,2018,368683,Consumer Discretionary,Other Specialty Stores
SMBK,391894162,United States,,22930,Finance,Major Banks
SMMF,391231554,United States,,43036,Finance,Major Banks
CHSCP,390863296,United States,,14240,Industrials,Farming/Seeds/Milling
BH,390112406,United States,2018,7659,Consumer Discretionary,Restaurants
SOHOO,389996739,United States,,940,Real Estate,Real Estate Investment Trusts
SMWB,389793000,,2021,141557,Technology,Computer Software: Programming Data Processing
ITOS,389698193,United States,2020,387507,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RSVR,388865010,United States,2021,78134,Consumer Discretionary,Movies/Entertainment
TPVG,388644734,United States,2014,375607,Consumer Discretionary,Other Consumer Services
RBBN,388111511,United States,,484386,Technology,EDP Services
CTO,387938192,United States,1992,128184,Real Estate,Real Estate Investment Trusts
RMT,387735117,United States,,139872,Finance,Investment Managers
GHG,387258239,,2018,25623,Consumer Discretionary,Hotels/Resorts
GHI,386776314,United States,2022,15636,Finance,Finance: Consumer Services
THRD,386673440,United States,2022,97861,Health Care,Biotechnology: Pharmaceutical Preparations
LYTS,386101344,United States,1985,176995,Consumer Discretionary,Building Products
CMPO,385472071,United States,2020,95176,Finance,Finance: Consumer Services
SIGA,385316559,United States,,585589,Health Care,Biotechnology: Pharmaceutical Preparations
SOHOB,385072538,United States,,3271,Real Estate,Real Estate Investment Trusts
FIP,385027794,United States,,529255,Industrials,Consumer Electronics/Appliances
OSPN,384912792,United States,,1008780,Technology,EDP Services
COGT,383252908,United States,2018,6092937,Health Care,Biotechnology: Pharmaceutical Preparations
GATO,383158715,United States,2020,195988,Basic Materials,Precious Metals
MPB,383043716,United States,,15152,Finance,Major Banks
ANL,382655779,Cayman Islands,2023,4209,,
TELL,381984650,United States,,44535612,Energy,Oil & Gas Production
BVS,381949950,United States,2021,121008,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
BTMD,381259356,United States,,60624,Health Care, Medicinal Chemicals and Botanical Products 
GBLI,381222642,Ireland,,1022,Finance,Property-Casualty Insurers
ESGRO,380933945,Bermuda,,8478,Finance,Property-Casualty Insurers
SKYT,380899390,United States,2021,177901,Technology,Semiconductors
DAKT,380524568,United States,1994,686178,Consumer Discretionary,Miscellaneous manufacturing industries
PROK,380226927,United States,2021,289491,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
